Strain	Condition	u_strain	row	col	control	Trait	Value	conc
N2	EtOH	N2_EtOH_13_B_10_.48 µmol	B	10	None	mean.norm.EXT	1.81969374579432	.48 µmol
N2	EtOH	N2_EtOH_13_B_11_.48 µmol	B	11	None	mean.norm.EXT	1.91894729967741	.48 µmol
N2	EtOH	N2_EtOH_13_B_2_.48 µmol	B	2	None	mean.norm.EXT	1.91714492885803	.48 µmol
N2	EtOH	N2_EtOH_13_B_3_.48 µmol	B	3	None	mean.norm.EXT	1.99795395261611	.48 µmol
N2	EtOH	N2_EtOH_13_B_4_.48 µmol	B	4	None	mean.norm.EXT	2.04203168930204	.48 µmol
N2	EtOH	N2_EtOH_13_B_5_.48 µmol	B	5	None	mean.norm.EXT	1.88797671891486	.48 µmol
N2	EtOH	N2_EtOH_13_B_6_.48 µmol	B	6	None	mean.norm.EXT	2.05588455590221	.48 µmol
N2	EtOH	N2_EtOH_13_B_7_.48 µmol	B	7	None	mean.norm.EXT	1.96263935911735	.48 µmol
N2	EtOH	N2_EtOH_13_B_8_.48 µmol	B	8	None	mean.norm.EXT	1.91120533486102	.48 µmol
N2	EtOH	N2_EtOH_13_B_9_.48 µmol	B	9	None	mean.norm.EXT	1.88896393456243	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_1_.48 µmol	C	1	None	mean.norm.EXT	2.01267223802524	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_10_.48 µmol	C	10	None	mean.norm.EXT	1.97901472817432	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_11_.48 µmol	C	11	None	mean.norm.EXT	1.9330152165529	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_2_.48 µmol	C	2	None	mean.norm.EXT	1.84221771914029	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_3_.48 µmol	C	3	None	mean.norm.EXT	1.92906426682753	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_4_.48 µmol	C	4	None	mean.norm.EXT	2.03239276896191	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_5_.48 µmol	C	5	None	mean.norm.EXT	1.8867625829414	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_6_.48 µmol	C	6	None	mean.norm.EXT	1.95803248064579	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_7_.48 µmol	C	7	None	mean.norm.EXT	1.97623320086529	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_8_.48 µmol	C	8	None	mean.norm.EXT	1.98966659521372	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_C_9_.48 µmol	C	9	None	mean.norm.EXT	2.18943411428098	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_1_.48 µmol	D	1	None	mean.norm.EXT	1.90882422264498	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_10_.48 µmol	D	10	None	mean.norm.EXT	2.10788822102693	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_11_.48 µmol	D	11	None	mean.norm.EXT	1.90923258221196	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_2_.48 µmol	D	2	None	mean.norm.EXT	1.91299184441135	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_3_.48 µmol	D	3	None	mean.norm.EXT	1.92054577961159	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_4_.48 µmol	D	4	None	mean.norm.EXT	2.07407489159163	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_5_.48 µmol	D	5	None	mean.norm.EXT	2.10771141801327	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_6_.48 µmol	D	6	None	mean.norm.EXT	1.94668984287459	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_7_.48 µmol	D	7	None	mean.norm.EXT	2.01176178201046	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_8_.48 µmol	D	8	None	mean.norm.EXT	1.91334256992793	.48 µmol
CB4856	EtOH	CB4856_EtOH_13_D_9_.48 µmol	D	9	None	mean.norm.EXT	2.06000656719775	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_1_.48 µmol	E	1	None	mean.norm.EXT	1.97311783606523	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_10_.48 µmol	E	10	None	mean.norm.EXT	1.84485519535304	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_11_.48 µmol	E	11	None	mean.norm.EXT	1.89726076845194	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_2_.48 µmol	E	2	None	mean.norm.EXT	1.89077632884188	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_3_.48 µmol	E	3	None	mean.norm.EXT	1.96341012054779	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_4_.48 µmol	E	4	None	mean.norm.EXT	2.0975210868406	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_5_.48 µmol	E	5	None	mean.norm.EXT	1.81875397375363	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_7_.48 µmol	E	7	None	mean.norm.EXT	1.97018455404011	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_8_.48 µmol	E	8	None	mean.norm.EXT	1.93505383083903	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_E_9_.48 µmol	E	9	None	mean.norm.EXT	1.91166483576813	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_1_.48 µmol	F	1	None	mean.norm.EXT	1.94686683654452	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_10_.48 µmol	F	10	None	mean.norm.EXT	1.71386320445399	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_11_.48 µmol	F	11	None	mean.norm.EXT	1.85143571021448	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_2_.48 µmol	F	2	None	mean.norm.EXT	1.89213353819401	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_3_.48 µmol	F	3	None	mean.norm.EXT	1.85416823602022	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_4_.48 µmol	F	4	None	mean.norm.EXT	1.93613112962413	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_5_.48 µmol	F	5	None	mean.norm.EXT	1.8997592164849	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_6_.48 µmol	F	6	None	mean.norm.EXT	1.98773735894373	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_7_.48 µmol	F	7	None	mean.norm.EXT	1.90319350262146	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_8_.48 µmol	F	8	None	mean.norm.EXT	1.78608715180393	.48 µmol
ECA581	EtOH	ECA581_EtOH_13_F_9_.48 µmol	F	9	None	mean.norm.EXT	1.93960041249605	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_1_.48 µmol	G	1	None	mean.norm.EXT	1.88482100822366	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_10_.48 µmol	G	10	None	mean.norm.EXT	1.89860709624906	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_11_.48 µmol	G	11	None	mean.norm.EXT	1.97590166109951	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_2_.48 µmol	G	2	None	mean.norm.EXT	1.97139466941561	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_3_.48 µmol	G	3	None	mean.norm.EXT	1.98227547325911	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_4_.48 µmol	G	4	None	mean.norm.EXT	1.97845922952382	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_5_.48 µmol	G	5	None	mean.norm.EXT	1.93555829246597	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_6_.48 µmol	G	6	None	mean.norm.EXT	1.92650175317516	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_7_.48 µmol	G	7	None	mean.norm.EXT	1.85297131293043	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_8_.48 µmol	G	8	None	mean.norm.EXT	1.86285866485186	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_G_9_.48 µmol	G	9	None	mean.norm.EXT	1.93995982111663	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_1_.48 µmol	H	1	None	mean.norm.EXT	2.1629670169262	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_11_.48 µmol	H	11	None	mean.norm.EXT	1.99237389945517	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_2_.48 µmol	H	2	None	mean.norm.EXT	2.16047431268198	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_3_.48 µmol	H	3	None	mean.norm.EXT	1.99408207977578	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_4_.48 µmol	H	4	None	mean.norm.EXT	1.98545050498088	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_5_.48 µmol	H	5	None	mean.norm.EXT	1.85896898730421	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_6_.48 µmol	H	6	None	mean.norm.EXT	1.97229204582063	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_7_.48 µmol	H	7	None	mean.norm.EXT	1.9251389305192	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_8_.48 µmol	H	8	None	mean.norm.EXT	1.95169972601347	.48 µmol
ECA590	EtOH	ECA590_EtOH_13_H_9_.48 µmol	H	9	None	mean.norm.EXT	1.96241147348886	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_1_.48 µmol	A	1	EtOH	mean.norm.EXT	1.34754819154982	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_10_.48 µmol	A	10	EtOH	mean.norm.EXT	1.43478865037706	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_11_.48 µmol	A	11	EtOH	mean.norm.EXT	1.37870014529738	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_2_.48 µmol	A	2	EtOH	mean.norm.EXT	1.43361543228935	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_3_.48 µmol	A	3	EtOH	mean.norm.EXT	1.48394405672272	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_4_.48 µmol	A	4	EtOH	mean.norm.EXT	1.58804312281885	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_5_.48 µmol	A	5	EtOH	mean.norm.EXT	1.41591617432611	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_6_.48 µmol	A	6	EtOH	mean.norm.EXT	1.46964385328617	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_7_.48 µmol	A	7	EtOH	mean.norm.EXT	1.52997842315705	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_8_.48 µmol	A	8	EtOH	mean.norm.EXT	1.50839627366366	.48 µmol
N2	Arsenic	N2_Arsenic_14_A_9_.48 µmol	A	9	EtOH	mean.norm.EXT	1.53890195927394	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_1_.48 µmol	B	1	EtOH	mean.norm.EXT	1.58441775942217	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_10_.48 µmol	B	10	EtOH	mean.norm.EXT	1.49580025523485	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_11_.48 µmol	B	11	EtOH	mean.norm.EXT	1.47225125474566	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_2_.48 µmol	B	2	EtOH	mean.norm.EXT	1.54012380264542	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_3_.48 µmol	B	3	EtOH	mean.norm.EXT	1.3914048854128	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_4_.48 µmol	B	4	EtOH	mean.norm.EXT	1.3392137273552	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_5_.48 µmol	B	5	EtOH	mean.norm.EXT	1.52846107459359	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_6_.48 µmol	B	6	EtOH	mean.norm.EXT	1.46619750791853	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_7_.48 µmol	B	7	EtOH	mean.norm.EXT	1.41808041022391	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_8_.48 µmol	B	8	EtOH	mean.norm.EXT	1.38615543535608	.48 µmol
N2	Arsenic	N2_Arsenic_14_B_9_.48 µmol	B	9	EtOH	mean.norm.EXT	1.41287803770165	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_1_.48 µmol	C	1	EtOH	mean.norm.EXT	1.59486685705756	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_11_.48 µmol	C	11	EtOH	mean.norm.EXT	1.66478349733581	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_2_.48 µmol	C	2	EtOH	mean.norm.EXT	1.58207627556855	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_3_.48 µmol	C	3	EtOH	mean.norm.EXT	1.67872534590224	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_4_.48 µmol	C	4	EtOH	mean.norm.EXT	1.64142919425465	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_6_.48 µmol	C	6	EtOH	mean.norm.EXT	1.57709616916373	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_7_.48 µmol	C	7	EtOH	mean.norm.EXT	1.53915955168664	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_8_.48 µmol	C	8	EtOH	mean.norm.EXT	1.65578042732023	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_9_.48 µmol	C	9	EtOH	mean.norm.EXT	1.69887827409948	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_1_.48 µmol	D	1	EtOH	mean.norm.EXT	1.77495141435066	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_10_.48 µmol	D	10	EtOH	mean.norm.EXT	1.78963487326234	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_11_.48 µmol	D	11	EtOH	mean.norm.EXT	1.713877826277	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_2_.48 µmol	D	2	EtOH	mean.norm.EXT	1.62546857626241	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_3_.48 µmol	D	3	EtOH	mean.norm.EXT	1.78009135411898	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_4_.48 µmol	D	4	EtOH	mean.norm.EXT	1.7506892669323	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_5_.48 µmol	D	5	EtOH	mean.norm.EXT	1.72738135770978	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_6_.48 µmol	D	6	EtOH	mean.norm.EXT	1.58528307796221	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_7_.48 µmol	D	7	EtOH	mean.norm.EXT	1.65439973328617	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_8_.48 µmol	D	8	EtOH	mean.norm.EXT	1.76789818657718	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_9_.48 µmol	D	9	EtOH	mean.norm.EXT	1.71300105446232	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_1_.48 µmol	E	1	EtOH	mean.norm.EXT	1.64967104129811	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_11_.48 µmol	E	11	EtOH	mean.norm.EXT	1.62445180404088	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_2_.48 µmol	E	2	EtOH	mean.norm.EXT	1.66610890549647	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_3_.48 µmol	E	3	EtOH	mean.norm.EXT	1.58501219463737	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_4_.48 µmol	E	4	EtOH	mean.norm.EXT	1.6355559348711	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_5_.48 µmol	E	5	EtOH	mean.norm.EXT	1.6428788153804	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_6_.48 µmol	E	6	EtOH	mean.norm.EXT	1.6471066797798	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_7_.48 µmol	E	7	EtOH	mean.norm.EXT	1.67430864063642	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_8_.48 µmol	E	8	EtOH	mean.norm.EXT	1.54609180337634	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_9_.48 µmol	E	9	EtOH	mean.norm.EXT	1.64170031764405	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_1_.48 µmol	F	1	EtOH	mean.norm.EXT	1.58931122522434	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_10_.48 µmol	F	10	EtOH	mean.norm.EXT	1.67511138771626	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_11_.48 µmol	F	11	EtOH	mean.norm.EXT	1.68438216976757	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_2_.48 µmol	F	2	EtOH	mean.norm.EXT	1.67072298575517	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_3_.48 µmol	F	3	EtOH	mean.norm.EXT	1.66189016839569	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_4_.48 µmol	F	4	EtOH	mean.norm.EXT	1.63058202539528	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_5_.48 µmol	F	5	EtOH	mean.norm.EXT	1.66902757352811	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_6_.48 µmol	F	6	EtOH	mean.norm.EXT	1.74331152599226	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_7_.48 µmol	F	7	EtOH	mean.norm.EXT	1.54564632508897	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_8_.48 µmol	F	8	EtOH	mean.norm.EXT	1.66019251811643	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_9_.48 µmol	F	9	EtOH	mean.norm.EXT	1.63815453340371	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_1_.48 µmol	G	1	EtOH	mean.norm.EXT	1.36991751106621	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_10_.48 µmol	G	10	EtOH	mean.norm.EXT	1.41133084451102	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_11_.48 µmol	G	11	EtOH	mean.norm.EXT	1.75259075456064	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_2_.48 µmol	G	2	EtOH	mean.norm.EXT	1.54977049900904	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_3_.48 µmol	G	3	EtOH	mean.norm.EXT	1.35103489494218	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_4_.48 µmol	G	4	EtOH	mean.norm.EXT	1.36965246101518	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_5_.48 µmol	G	5	EtOH	mean.norm.EXT	1.34904943927875	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_6_.48 µmol	G	6	EtOH	mean.norm.EXT	1.32046703068478	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_7_.48 µmol	G	7	EtOH	mean.norm.EXT	1.34996254372041	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_8_.48 µmol	G	8	EtOH	mean.norm.EXT	1.15821742183461	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_9_.48 µmol	G	9	EtOH	mean.norm.EXT	1.50316480049459	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_1_.48 µmol	H	1	EtOH	mean.norm.EXT	1.47871674658302	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_10_.48 µmol	H	10	EtOH	mean.norm.EXT	1.17396905376369	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_11_.48 µmol	H	11	EtOH	mean.norm.EXT	1.18786769018804	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_2_.48 µmol	H	2	EtOH	mean.norm.EXT	1.2822628550289	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_3_.48 µmol	H	3	EtOH	mean.norm.EXT	1.2677271074294	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_4_.48 µmol	H	4	EtOH	mean.norm.EXT	1.28499290988307	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_5_.48 µmol	H	5	EtOH	mean.norm.EXT	1.43822050590463	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_6_.48 µmol	H	6	EtOH	mean.norm.EXT	1.1945893647766	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_7_.48 µmol	H	7	EtOH	mean.norm.EXT	1.7624707855838	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_8_.48 µmol	H	8	EtOH	mean.norm.EXT	1.27828023586151	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_9_.48 µmol	H	9	EtOH	mean.norm.EXT	1.25263806484463	.48 µmol
N2	EtOH	N2_EtOH_1_A_1_.48 µmol	A	1	None	mean.TOF	197.829896907216	.48 µmol
N2	EtOH	N2_EtOH_1_A_10_.48 µmol	A	10	None	mean.TOF	210.763313609467	.48 µmol
N2	EtOH	N2_EtOH_1_A_11_.48 µmol	A	11	None	mean.TOF	221.528571428571	.48 µmol
N2	EtOH	N2_EtOH_1_A_2_.48 µmol	A	2	None	mean.TOF	206.591286307054	.48 µmol
N2	EtOH	N2_EtOH_1_A_3_.48 µmol	A	3	None	mean.TOF	222.171974522293	.48 µmol
N2	EtOH	N2_EtOH_1_A_4_.48 µmol	A	4	None	mean.TOF	222.597727272727	.48 µmol
N2	EtOH	N2_EtOH_1_A_5_.48 µmol	A	5	None	mean.TOF	202.337995337995	.48 µmol
N2	EtOH	N2_EtOH_1_A_6_.48 µmol	A	6	None	mean.TOF	222.307888040712	.48 µmol
N2	EtOH	N2_EtOH_1_A_7_.48 µmol	A	7	None	mean.TOF	209.953539823009	.48 µmol
N2	EtOH	N2_EtOH_1_A_8_.48 µmol	A	8	None	mean.TOF	209.344221105528	.48 µmol
N2	EtOH	N2_EtOH_1_A_9_.48 µmol	A	9	None	mean.TOF	224.232323232323	.48 µmol
N2	EtOH	N2_EtOH_1_B_1_.48 µmol	B	1	None	mean.TOF	212.650872817955	.48 µmol
N2	EtOH	N2_EtOH_1_B_10_.48 µmol	B	10	None	mean.TOF	194.452879581152	.48 µmol
N2	EtOH	N2_EtOH_1_B_11_.48 µmol	B	11	None	mean.TOF	193.622047244094	.48 µmol
N2	EtOH	N2_EtOH_1_B_2_.48 µmol	B	2	None	mean.TOF	205.812636165577	.48 µmol
N2	EtOH	N2_EtOH_1_B_3_.48 µmol	B	3	None	mean.TOF	215.423611111111	.48 µmol
N2	EtOH	N2_EtOH_1_B_4_.48 µmol	B	4	None	mean.TOF	207.596774193548	.48 µmol
N2	EtOH	N2_EtOH_1_B_5_.48 µmol	B	5	None	mean.TOF	198.770773638968	.48 µmol
N2	EtOH	N2_EtOH_1_B_6_.48 µmol	B	6	None	mean.TOF	207.601542416452	.48 µmol
N2	EtOH	N2_EtOH_1_B_7_.48 µmol	B	7	None	mean.TOF	224.424460431655	.48 µmol
N2	EtOH	N2_EtOH_1_B_8_.48 µmol	B	8	None	mean.TOF	205.524249422633	.48 µmol
N2	EtOH	N2_EtOH_1_B_9_.48 µmol	B	9	None	mean.TOF	206.794871794872	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_1_.48 µmol	C	1	None	mean.TOF	230.355042016807	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_10_.48 µmol	C	10	None	mean.TOF	222.026548672566	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_11_.48 µmol	C	11	None	mean.TOF	229.660869565217	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_2_.48 µmol	C	2	None	mean.TOF	227.832558139535	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_3_.48 µmol	C	3	None	mean.TOF	217.124681933842	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_4_.48 µmol	C	4	None	mean.TOF	252.299727520436	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_5_.48 µmol	C	5	None	mean.TOF	221.632558139535	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_6_.48 µmol	C	6	None	mean.TOF	220.837675350701	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_7_.48 µmol	C	7	None	mean.TOF	228.429752066116	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_8_.48 µmol	C	8	None	mean.TOF	224.23125	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_9_.48 µmol	C	9	None	mean.TOF	240.449883449883	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_1_.48 µmol	D	1	None	mean.TOF	236.819004524887	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_10_.48 µmol	D	10	None	mean.TOF	213.970319634703	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_11_.48 µmol	D	11	None	mean.TOF	225.653846153846	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_2_.48 µmol	D	2	None	mean.TOF	216.025581395349	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_3_.48 µmol	D	3	None	mean.TOF	219.776876267748	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_4_.48 µmol	D	4	None	mean.TOF	217.164882226981	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_5_.48 µmol	D	5	None	mean.TOF	229.934579439252	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_6_.48 µmol	D	6	None	mean.TOF	239.168103448276	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_7_.48 µmol	D	7	None	mean.TOF	222.22030237581	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_8_.48 µmol	D	8	None	mean.TOF	239.308080808081	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_9_.48 µmol	D	9	None	mean.TOF	222.198770491803	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_1_.48 µmol	E	1	None	mean.TOF	216.955729166667	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_10_.48 µmol	E	10	None	mean.TOF	211.887283236994	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_11_.48 µmol	E	11	None	mean.TOF	226.21409921671	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_2_.48 µmol	E	2	None	mean.TOF	216.638629283489	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_3_.48 µmol	E	3	None	mean.TOF	219.194070080863	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_4_.48 µmol	E	4	None	mean.TOF	223.345609065156	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_5_.48 µmol	E	5	None	mean.TOF	217.874384236453	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_6_.48 µmol	E	6	None	mean.TOF	209.871287128713	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_7_.48 µmol	E	7	None	mean.TOF	218.178674351585	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_8_.48 µmol	E	8	None	mean.TOF	218.598382749326	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_9_.48 µmol	E	9	None	mean.TOF	196.595588235294	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_1_.48 µmol	F	1	None	mean.TOF	216.925595238095	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_10_.48 µmol	F	10	None	mean.TOF	214.664102564103	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_11_.48 µmol	F	11	None	mean.TOF	222.933333333333	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_2_.48 µmol	F	2	None	mean.TOF	216.997354497355	.48 µmol
